Age,Group_Size,Travel_Mode,Location,Activity_Type,Duration_Minutes,Hotel_Star,Carbon_Footprint_kg_CO2
19,7,Public Transport,Bentota,Public Transport,77,5,0.773
47,1,Tuk-Tuk,Haputale,Vehicle Travel,168,3,1.888
53,3,Public Bus,Kandy,Vehicle Travel,115,4,3.777
50,19,Flight,Colombo,Flight,413,3,494.572
35,7,Public Bus,Trincomalee,Vehicle Travel,125,5,10.409
66,7,Jeep,Kalpitiya,Wildlife Safari,227,3,25.632
55,1,Train,Colombo,Vehicle Travel,53,4,0.536
34,17,Public Bus,Hikkaduwa,Vehicle Travel,70,2,10.39
45,13,Public Transport,Anuradhapura,Sightseeing,124,2,2.142
24,6,Private Vehicle,Colombo,Private / Hired Vehicle,86,2,5.184
76,3,Public Transport,Anuradhapura,Airport Transfer,77,4,2.122
65,8,Bicycle,Mirissa,Bicycle Ride,34,5,0.009
36,12,Private Vehicle,Mirissa,Shopping,54,5,3.937
60,10,Private Vehicle,Polonnaruwa,Spa / Ayurveda,99,4,8.092
60,18,N/A,Badulla,Meal,59,4,34.772
56,7,Public Transport,Kandy,Spa / Ayurveda,121,4,4.363
21,3,Ferry,Kalpitiya,Ferry,175,1,2.103
73,5,Walking,Colombo,Jogging,41,5,0.031
78,11,Cruise,Badulla,Cruise,410,4,122.453
79,2,Private Vehicle,Dambulla,Vehicle Travel,214,4,6.688
79,2,Public Bus,Badulla,Vehicle Travel,155,1,3.251
76,9,Walking,Kandy,Walking,47,2,0.004
64,4,Cruise,Kandy,Cruise,300,3,29.001
21,11,Private Vehicle,Badulla,Vehicle Travel,212,5,35.255
47,1,Ferry,Sigiriya,Ferry,132,4,0.705
33,3,Bicycle,Anuradhapura,Bicycle Ride,54,4,0.004
31,2,Flight,Sigiriya,Flight,474,3,61.301
70,8,Ferry,Ella,Ferry,130,4,5.581
69,10,Walking,Kandy,Other,108,3,0.568
50,4,Private Vehicle,Galle,Shopping,101,2,2.039
64,5,N/A,Polonnaruwa,Resting,109,4,0.299
26,1,Private Vehicle,Colombo,Vehicle Travel,278,3,3.278
31,9,N/A,Kalpitiya,Meal,54,3,13.898
72,20,Public Bus,Nuwara Eliya,Vehicle Travel,110,3,22.286
46,10,Bicycle,Mirissa,Bicycle Ride,67,3,0.016
52,2,Private Vehicle,Sigiriya,Airport Transfer,87,5,1.836
47,7,Flight,Kalpitiya,Flight,353,5,190.34
30,3,Walking,Colombo,Shopping,66,5,0.402
70,1,N/A,Negombo,Resting,53,5,0.036
65,2,Walking,Haputale,Hiking,78,3,0.023
61,1,Ferry,Yala,Ferry,83,3,0.464
40,2,Walking,Arugam Bay,Hiking,290,4,0.093
58,11,Public Bus,Galle,Vehicle Travel,191,1,20.841
78,3,N/A,Kalpitiya,Meal,35,5,3.976
58,10,Bicycle,Badulla,Vehicle Travel,101,1,6.81
49,16,N/A,Arugam Bay,Resting,61,4,0.536
35,6,Public Transport,Hikkaduwa,Public Transport,37,4,0.27
50,5,N/A,Dambulla,Meal,76,5,15.246
41,10,Bicycle,Anuradhapura,Vehicle Travel,84,4,6.843
56,1,Private Vehicle,Colombo,Private / Hired Vehicle,55,4,0.621
20,4,Private Vehicle,Galle,Sightseeing,62,3,0.415
29,5,Public Bus,Kalpitiya,Vehicle Travel,198,4,10.681
67,11,Water,Dambulla,Surfing,163,4,1.836
41,11,Private Vehicle,Kandy,Other,190,4,3.841
45,12,N/A,Polonnaruwa,Beach Leisure,215,4,2.26
52,8,Public Bus,Kalpitiya,Vehicle Travel,141,1,9.219
45,5,Flight,Trincomalee,Flight,91,3,30.046
65,11,N/A,Arugam Bay,Other,89,5,1.737
33,13,Walking,Badulla,Other,86,3,0.576
65,5,Water,Kalpitiya,Swimming / Snorkeling,71,4,0.305
31,19,Public Transport,Anuradhapura,Public Transport,46,4,1.105
41,13,N/A,Arugam Bay,Meal,52,5,26.565
55,5,Public Transport,Haputale,Shopping,148,2,2.887
73,1,N/A,Haputale,Resting,114,3,0.064
32,2,Walking,Mirissa,Hiking,80,5,0.032
55,10,Jeep,Mirissa,Wildlife Safari,201,4,35.096
22,1,Private Vehicle,Negombo,Medical / Hospital Visit,45,4,0.391
22,5,Public Bus,Sigiriya,Vehicle Travel,77,3,3.926
66,7,Public Transport,Haputale,Sightseeing,131,3,1.518
63,13,Bicycle,Sigiriya,Vehicle Travel,173,5,25.442
41,12,Private Vehicle,Polonnaruwa,Sightseeing,218,4,4.566
57,10,N/A,Polonnaruwa,Resting,57,5,0.382
41,4,Public Bus,Sigiriya,Vehicle Travel,83,5,3.902
35,1,Private Vehicle,Polonnaruwa,Cultural / Temple Visit,35,4,0.058
45,8,Train,Kalpitiya,Vehicle Travel,115,4,8.774
37,2,Cruise,Arugam Bay,Cruise,286,4,14.44
69,6,Boat,Trincomalee,Boat Ride,40,5,1.385
43,18,Private Vehicle,Trincomalee,Shopping,88,4,9.148
38,6,Water,Colombo,Surfing,232,2,1.129
51,7,Private Vehicle,Trincomalee,Airport Transfer,82,5,7.269
65,8,Cruise,Hikkaduwa,Cruise,343,4,85.704
35,11,N/A,Jaffna,Meal,60,5,23.178
77,4,Bicycle,Arugam Bay,Bicycle Ride,109,3,0.011
47,5,Private Vehicle,Trincomalee,Sightseeing,175,3,1.47
59,2,Bicycle,Trincomalee,Vehicle Travel,93,4,1.563
78,7,Private Vehicle,Haputale,Airport Transfer,38,4,2.775
45,3,Private Vehicle,Yala,Other,181,1,0.691
30,5,Bicycle,Nuwara Eliya,Vehicle Travel,105,3,3.478
65,10,Walking,Kandy,Walking,62,4,0.008
18,1,Walking,Kalpitiya,Jogging,40,5,0.006
46,6,Public Transport,Ella,Public Transport,146,1,0.885
79,2,N/A,Yala,Resting,128,3,0.137
44,2,Public Transport,Dambulla,Shopping,86,3,0.714
61,1,N/A,Ella,Beach Leisure,224,3,0.175
51,2,Water,Nuwara Eliya,Swimming / Snorkeling,106,1,0.147
31,19,Private Vehicle,Mirissa,Private / Hired Vehicle,147,4,26.514
38,20,Public Transport,Mirissa,Public Transport,137,4,3.048
50,9,Private Vehicle,Nuwara Eliya,Vehicle Travel,144,3,16.807
24,7,Public Transport,Trincomalee,Spa / Ayurveda,155,3,5.785
44,10,Cruise,Negombo,Cruise,219,5,63.545
44,13,Walking,Nuwara Eliya,Vehicle Travel,136,3,5.891
70,5,Water,Yala,Surfing,49,4,0.252
25,1,Train,Sigiriya,Vehicle Travel,86,3,0.771
71,9,Jeep,Haputale,Wildlife Safari,246,5,44.426
43,19,N/A,Anuradhapura,Meal,60,5,45.089
59,2,Cruise,Kalpitiya,Cruise,558,3,27.06
53,5,Private Vehicle,Kalpitiya,Vehicle Travel,65,4,4.633
36,3,Private Vehicle,Ella,Vehicle Travel,77,4,2.757
76,4,Public Bus,Haputale,Vehicle Travel,261,3,10.483
32,9,Walking,Colombo,Vehicle Travel,109,4,3.798
20,4,Private Vehicle,Anuradhapura,Vehicle Travel,149,3,7.837
65,15,Walking,Ella,Sightseeing,122,3,1.045
57,10,Public Bus,Colombo,Vehicle Travel,197,5,23.707
74,1,Bicycle,Jaffna,Bicycle Ride,143,2,0.004
46,11,Ferry,Mirissa,Ferry,50,2,2.696
19,10,Public Transport,Jaffna,Shopping,157,2,6.166
19,5,Walking,Yala,Sightseeing,97,5,0.261
45,5,Private Vehicle,Dambulla,Spa / Ayurveda,102,2,3.482
33,12,Tuk-Tuk,Arugam Bay,Vehicle Travel,171,2,22.449
76,4,Private Vehicle,Trincomalee,Vehicle Travel,283,4,17.061
25,1,Walking,Yala,Walking,54,4,0.001
73,3,Private Vehicle,Nuwara Eliya,Sightseeing,160,4,1.026
31,2,Public Transport,Hikkaduwa,Airport Transfer,45,5,0.898
25,8,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,61,1,3.446
35,2,N/A,Bentota,Beach Leisure,165,4,0.266
27,7,Private Vehicle,Arugam Bay,Shopping,118,4,4.67
43,5,Private Vehicle,Kalpitiya,Spa / Ayurveda,145,3,4.936
38,12,Private Vehicle,Nuwara Eliya,Private / Hired Vehicle,71,5,9.693
51,5,N/A,Yala,Meal,70,4,12.968
51,15,Cruise,Sigiriya,Cruise,510,3,197.346
18,14,Walking,Bentota,Hiking,236,2,0.464
25,2,Walking,Arugam Bay,Vehicle Travel,199,2,1.321
28,8,N/A,Haputale,Resting,119,5,0.611
30,2,Walking,Colombo,Vehicle Travel,165,3,1.27
23,11,Private Vehicle,Anuradhapura,Vehicle Travel,78,5,12.731
37,7,Walking,Kalpitiya,Walking,44,2,0.002
52,3,Private Vehicle,Kandy,Vehicle Travel,109,5,4.713
37,2,Private Vehicle,Trincomalee,Sightseeing,217,5,0.946
38,4,Private Vehicle,Ella,Private / Hired Vehicle,43,2,1.351
47,11,Public Bus,Jaffna,Vehicle Travel,121,2,13.412
52,11,Water,Negombo,Surfing,105,5,1.257
38,1,Walking,Mirissa,Walking,82,1,0.001
31,3,N/A,Jaffna,Other,86,3,0.461
43,4,Public Bus,Negombo,Vehicle Travel,253,5,12.34
19,6,Water,Trincomalee,Swimming / Snorkeling,72,5,0.434
49,1,Public Transport,Mirissa,Shopping,66,4,0.288
77,3,Public Bus,Kandy,Vehicle Travel,185,5,8.021
43,13,Private Vehicle,Colombo,Vehicle Travel,219,4,35.62
24,5,N/A,Ella,Meal,51,4,7.288
62,9,Walking,Trincomalee,Cultural / Temple Visit,149,3,0.715
25,5,Cruise,Anuradhapura,Cruise,274,4,32.342
30,5,Boat,Anuradhapura,Boat Ride,94,4,2.651
27,7,N/A,Yala,Resting,106,4,0.376
73,2,Train,Badulla,Vehicle Travel,187,5,4.523
79,2,Walking,Anuradhapura,Vehicle Travel,139,3,1.27
53,19,N/A,Yala,Meal,64,4,42.121
56,12,N/A,Trincomalee,Meal,61,4,22.664
58,9,Train,Dambulla,Vehicle Travel,172,3,14.412
56,1,Public Transport,Negombo,Cultural / Temple Visit,83,3,0.136
52,1,Private Vehicle,Badulla,Vehicle Travel,267,5,3.668
80,2,Train,Mirissa,Vehicle Travel,205,3,4.211
64,15,Private Vehicle,Badulla,Spa / Ayurveda,94,4,11.37
23,11,Public Transport,Mirissa,Airport Transfer,125,4,13.567
42,5,Tuk-Tuk,Trincomalee,Vehicle Travel,179,5,12.754
79,17,Walking,Jaffna,Vehicle Travel,81,4,6.193
43,1,Private Vehicle,Arugam Bay,Vehicle Travel,219,2,2.759
30,6,Walking,Nuwara Eliya,Jogging,46,3,0.031
72,2,Public Transport,Anuradhapura,Sightseeing,222,4,0.695
57,3,Tuk-Tuk,Mirissa,Vehicle Travel,257,2,8.564
53,15,Private Vehicle,Mirissa,Medical / Hospital Visit,34,4,4.64
44,12,Bicycle,Ella,Bicycle Ride,82,3,0.024
25,1,Private Vehicle,Polonnaruwa,Cultural / Temple Visit,103,1,0.17
42,2,Tuk-Tuk,Negombo,Vehicle Travel,235,5,7.405
45,6,Train,Trincomalee,Vehicle Travel,53,5,2.731
76,1,N/A,Arugam Bay,Meal,72,4,2.472
37,6,Bicycle,Jaffna,Bicycle Ride,61,2,0.008
27,6,Cruise,Jaffna,Cruise,499,5,92.892
44,3,Jeep,Yala,Wildlife Safari,332,4,18.163
80,3,Bicycle,Kalpitiya,Bicycle Ride,75,5,0.008
48,2,Water,Ella,Swimming / Snorkeling,63,1,0.085
41,15,Private Vehicle,Anuradhapura,Sightseeing,89,2,1.977
60,4,Private Vehicle,Anuradhapura,Cultural / Temple Visit,139,4,1.052
58,6,Water,Kandy,Swimming / Snorkeling,61,5,0.371
36,3,Bicycle,Kandy,Vehicle Travel,260,2,5.472
78,9,Walking,Kalpitiya,Hiking,100,3,0.161
55,1,Private Vehicle,Dambulla,Airport Transfer,128,4,1.392
21,1,Private Vehicle,Anuradhapura,Vehicle Travel,158,5,2.329
43,9,Public Transport,Sigiriya,Shopping,65,4,2.791
76,9,Train,Yala,Vehicle Travel,291,5,26.156
42,2,Jeep,Negombo,Wildlife Safari,246,4,7.409
53,3,N/A,Sigiriya,Meal,56,5,6.696
56,16,Bicycle,Kandy,Vehicle Travel,155,4,19.821
62,1,Public Transport,Yala,Airport Transfer,108,2,0.939
72,2,Tuk-Tuk,Jaffna,Vehicle Travel,105,4,2.695
27,4,Cruise,Trincomalee,Cruise,415,4,42.98
50,3,Flight,Ella,Flight,330,3,67.286
51,7,Private Vehicle,Polonnaruwa,Shopping,154,3,5.984
27,8,Jeep,Mirissa,Wildlife Safari,313,4,42.257
60,5,Private Vehicle,Negombo,Medical / Hospital Visit,97,5,5.207
25,7,Private Vehicle,Badulla,Vehicle Travel,110,3,9.515
46,4,Private Vehicle,Trincomalee,Vehicle Travel,221,5,14.053
38,10,Private Vehicle,Jaffna,Vehicle Travel,115,3,14.538
27,1,Flight,Dambulla,Flight,186,2,10.295
69,3,N/A,Dambulla,Meal,48,2,4.251
33,8,Jeep,Polonnaruwa,Wildlife Safari,136,3,15.37
34,3,Cruise,Negombo,Cruise,236,1,14.018
71,1,Public Transport,Kandy,Airport Transfer,110,4,1.02
73,3,Public Transport,Anuradhapura,Shopping,76,4,1.057
20,9,Private Vehicle,Jaffna,Medical / Hospital Visit,50,4,4.032
35,1,N/A,Yala,Beach Leisure,230,5,0.224
62,9,Jeep,Colombo,Wildlife Safari,131,5,23.297
67,10,Tuk-Tuk,Sigiriya,Vehicle Travel,123,3,15.459
80,7,Public Bus,Bentota,Vehicle Travel,198,2,14.734
52,2,Public Transport,Colombo,Public Transport,47,3,0.119
18,11,Bicycle,Dambulla,Bicycle Ride,21,4,0.007
73,2,N/A,Anuradhapura,Meal,43,3,2.894
28,14,Private Vehicle,Dambulla,Vehicle Travel,227,4,37.944
25,9,Train,Kalpitiya,Vehicle Travel,215,4,17.471
60,1,Walking,Kalpitiya,Walking,107,4,0.001
56,11,Private Vehicle,Haputale,Other,70,2,1.23
21,5,N/A,Arugam Bay,Meal,68,3,9.414
28,4,Walking,Nuwara Eliya,Walking,26,3,0.001
55,4,Public Bus,Kandy,Vehicle Travel,195,5,9.575
34,7,Bicycle,Mirissa,Vehicle Travel,92,4,5.979
61,9,N/A,Galle,Resting,168,4,0.864
43,13,Walking,Nuwara Eliya,Walking,59,4,0.01
55,2,Public Bus,Nuwara Eliya,Vehicle Travel,187,4,4.046
47,7,Walking,Sigiriya,Walking,101,1,0.006
41,8,Private Vehicle,Anuradhapura,Vehicle Travel,112,2,9.948
39,8,Public Bus,Bentota,Vehicle Travel,276,2,19.614
61,5,Private Vehicle,Trincomalee,Medical / Hospital Visit,30,1,1.182
50,4,N/A,Badulla,Resting,85,3,0.156
55,10,Private Vehicle,Mirissa,Vehicle Travel,204,4,26.56
54,3,Bicycle,Hikkaduwa,Bicycle Ride,118,2,0.009
31,2,Private Vehicle,Ella,Vehicle Travel,95,2,1.846
75,6,Public Bus,Galle,Vehicle Travel,243,2,13.065
53,2,N/A,Ella,Other,19,3,0.065
63,1,Private Vehicle,Polonnaruwa,Sightseeing,201,2,0.347
73,1,Water,Ella,Swimming / Snorkeling,149,1,0.111
76,8,Private Vehicle,Badulla,Vehicle Travel,163,3,18.069
60,18,Private Vehicle,Dambulla,Vehicle Travel,127,5,33.744
67,4,Water,Polonnaruwa,Swimming / Snorkeling,89,3,0.354
47,1,Public Transport,Bentota,Airport Transfer,47,2,0.382
64,11,Public Transport,Ella,Public Transport,140,3,1.726
38,2,Ferry,Ella,Ferry,107,3,1.002
62,20,Private Vehicle,Kalpitiya,Cultural / Temple Visit,52,4,1.694
23,6,Train,Yala,Vehicle Travel,130,3,7.259
75,2,Private Vehicle,Yala,Cultural / Temple Visit,65,5,0.256
33,5,Boat,Nuwara Eliya,Boat Ride,137,5,3.519
59,3,Private Vehicle,Anuradhapura,Sightseeing,201,4,1.131
18,10,Walking,Anuradhapura,Vehicle Travel,252,2,7.909
27,1,N/A,Negombo,Resting,110,3,0.051
80,12,Walking,Polonnaruwa,Walking,108,3,0.015
70,10,Cruise,Arugam Bay,Cruise,290,4,76.32
32,12,Cruise,Bentota,Cruise,418,1,106.213
26,13,Private Vehicle,Arugam Bay,Other,111,4,2.802
69,2,Flight,Ella,Flight,242,3,29.812
80,5,Private Vehicle,Kandy,Medical / Hospital Visit,46,3,2.013
28,12,Private Vehicle,Nuwara Eliya,Private / Hired Vehicle,40,3,4.24
59,4,Private Vehicle,Colombo,Private / Hired Vehicle,103,3,3.83
35,1,Private Vehicle,Colombo,Vehicle Travel,117,4,1.781
64,3,Public Transport,Nuwara Eliya,Sightseeing,132,4,0.663
44,2,Public Transport,Haputale,Airport Transfer,102,3,1.403
25,13,Cruise,Ella,Cruise,510,1,124.362
38,5,Private Vehicle,Hikkaduwa,Sightseeing,137,5,1.349
51,8,Public Bus,Galle,Vehicle Travel,282,3,23.83
68,16,Boat,Arugam Bay,Boat Ride,97,4,9.162
19,3,Tuk-Tuk,Mirissa,Vehicle Travel,111,3,3.942
78,10,Private Vehicle,Jaffna,Vehicle Travel,101,4,14.809
58,1,N/A,Dambulla,Other,93,4,0.166
73,1,Public Transport,Sigiriya,Spa / Ayurveda,161,1,0.929
76,1,Walking,Negombo,Hiking,249,4,0.043
27,3,Flight,Yala,Flight,261,4,47.237
23,4,Jeep,Yala,Wildlife Safari,249,2,15.572
66,5,Train,Bentota,Vehicle Travel,120,4,5.471
29,2,Water,Badulla,Swimming / Snorkeling,123,3,0.216
27,1,Walking,Polonnaruwa,Sightseeing,57,1,0.023
47,8,Cruise,Arugam Bay,Cruise,420,5,95.36
75,1,Train,Negombo,Vehicle Travel,218,5,1.942
68,11,Private Vehicle,Haputale,Private / Hired Vehicle,70,3,8.173
50,15,N/A,Sigiriya,Resting,118,4,0.908
30,9,Walking,Bentota,Walking,87,1,0.006
39,6,Private Vehicle,Dambulla,Vehicle Travel,151,4,12.621
61,8,Walking,Sigiriya,Walking,49,3,0.004
27,7,Private Vehicle,Kandy,Vehicle Travel,293,4,33.048
51,15,Private Vehicle,Jaffna,Shopping,111,3,7.406
18,17,Public Transport,Nuwara Eliya,Cultural / Temple Visit,104,3,2.428
38,4,Water,Jaffna,Surfing,166,5,0.722
33,7,Train,Galle,Vehicle Travel,132,1,6.562
60,11,Private Vehicle,Arugam Bay,Vehicle Travel,141,2,19.141
75,1,Public Bus,Nuwara Eliya,Vehicle Travel,34,3,0.439
27,5,Bicycle,Trincomalee,Bicycle Ride,90,4,0.012
68,7,Private Vehicle,Nuwara Eliya,Private / Hired Vehicle,98,1,6.336
59,9,Private Vehicle,Sigiriya,Sightseeing,115,4,2.092
79,3,Cruise,Haputale,Cruise,146,3,11.752
75,3,Private Vehicle,Badulla,Vehicle Travel,82,4,3.559
24,2,Walking,Bentota,Sightseeing,176,5,0.187
64,6,Private Vehicle,Mirissa,Sightseeing,215,3,2.473
55,14,Public Transport,Anuradhapura,Public Transport,21,4,0.398
25,13,Water,Ella,Swimming / Snorkeling,68,3,0.768
34,3,Private Vehicle,Kandy,Private / Hired Vehicle,166,2,4.285
76,2,Private Vehicle,Kalpitiya,Private / Hired Vehicle,158,4,3.269
52,10,Public Transport,Kandy,Public Transport,48,5,0.759
39,9,Private Vehicle,Arugam Bay,Cultural / Temple Visit,81,5,1.533
38,5,Private Vehicle,Nuwara Eliya,Shopping,107,5,2.803
70,4,Private Vehicle,Dambulla,Shopping,150,3,3.196
35,1,Walking,Galle,Jogging,29,4,0.004
28,10,Walking,Jaffna,Shopping,227,2,2.555
54,7,N/A,Bentota,Beach Leisure,110,5,0.764
80,4,Public Transport,Trincomalee,Cultural / Temple Visit,155,4,1.272
29,14,Train,Ella,Vehicle Travel,114,3,11.215
34,8,Private Vehicle,Galle,Vehicle Travel,119,5,13.046
47,15,Private Vehicle,Ella,Cultural / Temple Visit,125,4,2.835
30,5,Walking,Jaffna,Vehicle Travel,215,5,4.252
59,4,Public Bus,Mirissa,Vehicle Travel,260,4,10.124
33,15,Private Vehicle,Haputale,Shopping,86,5,7.123
26,16,Train,Haputale,Vehicle Travel,106,4,18.379
34,16,Private Vehicle,Dambulla,Vehicle Travel,243,4,56.761
76,11,Walking,Colombo,Sightseeing,163,4,1.045
76,5,Private Vehicle,Negombo,Sightseeing,103,2,1.0
49,2,N/A,Negombo,Resting,163,1,0.137
43,4,Public Bus,Negombo,Vehicle Travel,79,5,3.581
69,15,Private Vehicle,Hikkaduwa,Vehicle Travel,85,5,19.846
30,3,Bicycle,Hikkaduwa,Vehicle Travel,227,5,5.387
59,10,Walking,Jaffna,Vehicle Travel,128,1,3.594
60,14,Public Transport,Mirissa,Public Transport,45,3,0.789
62,17,Private Vehicle,Hikkaduwa,Medical / Hospital Visit,40,5,7.48
31,16,Private Vehicle,Colombo,Vehicle Travel,72,2,12.149
63,6,Public Transport,Trincomalee,Public Transport,48,3,0.358
56,5,Private Vehicle,Galle,Other,222,3,2.006
73,19,N/A,Haputale,Meal,44,5,30.026
28,2,Private Vehicle,Badulla,Medical / Hospital Visit,36,4,0.61
56,2,Private Vehicle,Ella,Private / Hired Vehicle,214,3,4.347
70,17,N/A,Kalpitiya,Resting,61,4,0.632
35,8,Bicycle,Arugam Bay,Vehicle Travel,178,2,11.443
64,6,N/A,Hikkaduwa,Beach Leisure,182,4,1.096
24,1,Tuk-Tuk,Hikkaduwa,Vehicle Travel,192,4,2.019
63,5,Private Vehicle,Galle,Private / Hired Vehicle,22,4,1.028
56,16,Public Bus,Haputale,Vehicle Travel,70,3,11.352
30,7,Cruise,Mirissa,Cruise,501,3,86.955
22,4,Private Vehicle,Arugam Bay,Vehicle Travel,74,1,3.193
64,6,Walking,Mirissa,Vehicle Travel,40,5,1.093
33,13,Private Vehicle,Badulla,Private / Hired Vehicle,31,3,3.197
49,14,Water,Mirissa,Surfing,82,3,1.099
21,4,Flight,Hikkaduwa,Flight,201,3,55.403
78,7,Bicycle,Kalpitiya,Vehicle Travel,190,5,11.611
52,2,Public Transport,Hikkaduwa,Public Transport,44,4,0.119
76,4,Public Bus,Galle,Vehicle Travel,155,2,6.438
28,2,Walking,Polonnaruwa,Hiking,330,4,0.115
30,5,Private Vehicle,Kalpitiya,Spa / Ayurveda,154,3,5.757
56,6,Walking,Negombo,Walking,68,4,0.005
56,3,Private Vehicle,Ella,Private / Hired Vehicle,119,5,4.329
67,2,Train,Trincomalee,Vehicle Travel,49,4,0.974
76,1,Private Vehicle,Kandy,Sightseeing,106,5,0.228
69,1,N/A,Dambulla,Meal,53,4,1.759
26,9,Walking,Badulla,Walking,39,3,0.004
37,2,Private Vehicle,Colombo,Sightseeing,91,4,0.336
75,1,Flight,Galle,Flight,169,4,13.198
52,20,Cruise,Haputale,Cruise,410,3,204.022
72,2,Walking,Dambulla,Shopping,96,4,0.313
53,13,Private Vehicle,Polonnaruwa,Vehicle Travel,243,2,39.946
21,7,N/A,Nuwara Eliya,Meal,44,2,7.967
47,9,Boat,Mirissa,Boat Ride,114,5,5.213
69,6,Public Transport,Polonnaruwa,Public Transport,45,2,0.325
59,2,Walking,Kandy,Sightseeing,100,5,0.115
26,12,Public Transport,Sigiriya,Sightseeing,114,3,2.074
31,11,Flight,Sigiriya,Flight,100,4,78.284
71,3,Public Bus,Trincomalee,Vehicle Travel,183,5,7.828
79,10,Private Vehicle,Sigiriya,Vehicle Travel,130,4,19.993
65,6,Private Vehicle,Bentota,Private / Hired Vehicle,58,5,3.81
24,14,Private Vehicle,Sigiriya,Vehicle Travel,121,3,22.832
57,11,Water,Kandy,Surfing,89,3,0.931
70,1,Private Vehicle,Hikkaduwa,Spa / Ayurveda,163,4,1.37
58,13,Private Vehicle,Mirissa,Private / Hired Vehicle,49,4,7.113
55,17,Public Transport,Kalpitiya,Spa / Ayurveda,143,4,13.896
47,9,Ferry,Jaffna,Ferry,109,4,5.579
33,1,Walking,Hikkaduwa,Hiking,241,3,0.033
35,11,Private Vehicle,Anuradhapura,Other,58,3,1.01
64,7,Walking,Anuradhapura,Walking,54,5,0.005
22,3,Walking,Yala,Other,61,4,0.088
23,13,Private Vehicle,Badulla,Sightseeing,136,4,3.287
42,6,Water,Arugam Bay,Swimming / Snorkeling,89,4,0.495
66,12,Flight,Kalpitiya,Flight,391,5,416.116
59,8,Walking,Bentota,Other,162,5,0.908
55,3,Water,Hikkaduwa,Swimming / Snorkeling,122,3,0.322
51,18,Ferry,Sigiriya,Ferry,127,5,14.457
24,6,Bicycle,Anuradhapura,Bicycle Ride,34,3,0.005
38,5,Public Bus,Kalpitiya,Vehicle Travel,103,3,5.084
23,4,Private Vehicle,Hikkaduwa,Private / Hired Vehicle,103,5,4.654
65,1,Walking,Arugam Bay,Sightseeing,189,3,0.099
65,8,Walking,Yala,Hiking,235,3,0.304
34,4,N/A,Dambulla,Meal,40,4,5.329
36,15,Private Vehicle,Ella,Other,57,5,1.572
37,17,N/A,Polonnaruwa,Meal,72,2,32.468
74,10,Train,Mirissa,Vehicle Travel,192,4,20.946
48,2,N/A,Bentota,Beach Leisure,143,4,0.257
66,9,Private Vehicle,Hikkaduwa,Vehicle Travel,182,3,20.609
46,1,N/A,Badulla,Beach Leisure,157,4,0.159
61,11,Public Transport,Bentota,Spa / Ayurveda,124,4,8.415
51,5,Bicycle,Anuradhapura,Vehicle Travel,128,4,5.582
35,15,Cruise,Haputale,Cruise,361,4,140.374
73,4,Public Bus,Bentota,Vehicle Travel,170,5,9.465
62,2,N/A,Kalpitiya,Meal,55,5,4.045
66,20,Tuk-Tuk,Kalpitiya,Vehicle Travel,79,1,14.88
77,5,Walking,Jaffna,Hiking,223,4,0.189
33,12,Walking,Kandy,Sightseeing,162,4,1.211
23,14,Public Transport,Kandy,Sightseeing,64,2,1.154
54,5,Public Transport,Sigiriya,Airport Transfer,117,4,4.955
38,4,Walking,Colombo,Walking,97,4,0.004
45,6,N/A,Dambulla,Meal,48,2,7.85
32,12,Cruise,Mirissa,Cruise,635,3,171.657
43,17,Jeep,Arugam Bay,Wildlife Safari,283,4,89.914
42,3,Ferry,Polonnaruwa,Ferry,198,3,2.869
40,9,Walking,Galle,Walking,146,5,0.015
64,3,Private Vehicle,Trincomalee,Other,78,2,0.415
55,7,Walking,Bentota,Vehicle Travel,73,4,2.219
47,11,Private Vehicle,Colombo,Medical / Hospital Visit,46,4,5.254
25,13,Public Transport,Arugam Bay,Public Transport,76,3,1.148
53,4,Public Transport,Galle,Public Transport,44,4,0.225
29,3,Private Vehicle,Colombo,Medical / Hospital Visit,36,2,0.841
37,2,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,122,2,2.622
44,1,Public Transport,Ella,Spa / Ayurveda,143,4,0.934
26,3,N/A,Mirissa,Beach Leisure,278,3,0.695
42,13,Boat,Dambulla,Boat Ride,61,5,4.164
34,4,Walking,Arugam Bay,Shopping,121,4,0.839
71,3,Bicycle,Mirissa,Bicycle Ride,108,1,0.008
72,9,N/A,Galle,Resting,118,3,0.571
18,2,Public Bus,Dambulla,Vehicle Travel,314,5,7.991
55,2,N/A,Trincomalee,Other,54,3,0.186
58,15,Flight,Yala,Flight,472,4,504.54
41,1,Private Vehicle,Kalpitiya,Sightseeing,166,2,0.279
47,4,Public Transport,Bentota,Shopping,113,5,2.554
67,6,Water,Yala,Surfing,165,3,0.924
41,2,Bicycle,Haputale,Bicycle Ride,84,3,0.004
22,3,Private Vehicle,Galle,Vehicle Travel,249,4,10.474
41,2,Ferry,Trincomalee,Ferry,96,3,0.921
33,3,Private Vehicle,Jaffna,Private / Hired Vehicle,63,4,1.965
42,14,Private Vehicle,Negombo,Shopping,203,1,14.034
32,4,Bicycle,Haputale,Vehicle Travel,109,2,3.024
27,4,N/A,Bentota,Meal,78,2,8.537
80,4,Walking,Galle,Walking,160,4,0.007
26,17,Public Transport,Anuradhapura,Public Transport,75,5,1.736
62,1,Bicycle,Ella,Bicycle Ride,84,1,0.002
